#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
10,Mon Oct 09 21:32:29 EDT 2017,68,37,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 EfficiencyTest1 GetMinTest2+ GetMinTest3 InsertTest1+ InsertTest2+ InsertTest3+ SizeTest1 SizeTest2+ SizeTest3+ SizeTest4+ , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest GetMinTest1 , ,
11,Mon Oct 09 21:33:59 EDT 2017,52,-16,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 EfficiencyTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest GetMinTest1 InsertTest1- InsertTest2- InsertTest3- , ,
12,Mon Oct 09 21:39:16 EDT 2017,68,16,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 EfficiencyTest1 GetMinTest2 GetMinTest3 InsertTest1+ InsertTest2+ InsertTest3+ SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest GetMinTest1 , ,
13,Mon Oct 09 21:42:13 EDT 2017,68,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 EfficiencyTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest GetMinTest1 , ,
14,Mon Oct 09 21:44:20 EDT 2017,68,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest2+ DelMinTest3 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest1 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3- , ,
15,Mon Oct 09 21:44:47 EDT 2017,68,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 EfficiencyTest1 GetMinTest2 GetMinTest3+ InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest1 DelMinTest2- DelMinTest4 EverythingTest GetMinTest1 , ,
16,Mon Oct 09 21:45:00 EDT 2017,63,-5,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3- , ,
17,Mon Oct 09 21:45:17 EDT 2017,63,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3 , ,
18,Mon Oct 09 21:45:49 EDT 2017,63,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3 , ,
19,Mon Oct 09 21:46:02 EDT 2017,68,5,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest3 EfficiencyTest1 GetMinTest2 GetMinTest3+ InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest GetMinTest1 , ,
20,Mon Oct 09 21:50:34 EDT 2017,78,10,Assignment3Suite,BuildTest1+ BuildTest2 BuildTest3 DelMinTest3 EfficiencyTest1 GetMinTest1+ GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest , ,
21,Mon Oct 09 21:52:35 EDT 2017,78,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest3 EfficiencyTest1 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest , ,
22,Mon Oct 09 21:53:31 EDT 2017,78,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest3 EfficiencyTest1 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest , ,
23,Mon Oct 09 21:56:52 EDT 2017,100,22,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1+ DelMinTest2+ DelMinTest3 DelMinTest4+ EfficiencyTest1 EverythingTest+ GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
24,Tue Oct 10 13:13:44 EDT 2017,0,-100,Assignment3Suite, , ,BuildTest1- BuildTest2- BuildTest3- DelMinTest1- DelMinTest2- DelMinTest3- DelMinTest4- EfficiencyTest1- EverythingTest- GetMinTest1- GetMinTest2- GetMinTest3- InsertTest1- InsertTest2- InsertTest3- SizeTest1- SizeTest2- SizeTest3- SizeTest4- , ,
25,Tue Oct 10 13:14:01 EDT 2017,0,0,Assignment3Suite, , ,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
26,Tue Oct 10 13:14:44 EDT 2017,100,100,Assignment3Suite,BuildTest1+ BuildTest2+ BuildTest3+ DelMinTest1+ DelMinTest2+ DelMinTest3+ DelMinTest4+ EfficiencyTest1+ EverythingTest+ GetMinTest1+ GetMinTest2+ GetMinTest3+ InsertTest1+ InsertTest2+ InsertTest3+ SizeTest1+ SizeTest2+ SizeTest3+ SizeTest4+ , , , ,
27,Tue Oct 10 13:15:48 EDT 2017,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
28,Tue Oct 10 19:05:05 EDT 2017,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
29,Tue Oct 10 19:06:24 EDT 2017,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
30,Tue Oct 10 19:06:50 EDT 2017,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
31,Tue Oct 10 19:07:08 EDT 2017,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
32,Tue Oct 10 19:12:17 EDT 2017,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
33,Tue Oct 10 19:13:58 EDT 2017,63,-37,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 EfficiencyTest1 GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1- DelMinTest3- DelMinTest4- EverythingTest- InsertTest1- InsertTest2- InsertTest3- , ,
34,Tue Oct 10 19:14:15 EDT 2017,100,37,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1+ DelMinTest2 DelMinTest3+ DelMinTest4+ EfficiencyTest1 EverythingTest+ GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1+ InsertTest2+ InsertTest3+ SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
35,Tue Oct 10 19:16:46 EDT 2017,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
36,Tue Oct 10 19:17:25 EDT 2017,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
37,Wed Oct 11 22:05:47 EDT 2017,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
